1,-1,-0.09474,0.14873,-0.94888,0.61774,1,9.29
8,-0.29414,-1,0.80355,-0.32512,-1,-0.30065,19.29
1,0.41171,-1,0.67259,0.34124,0.61774,1,16.75
6,-1,0.26736,0.34518,-0.92941,0.075879,-0.055381,15.34
2,0.17643,-0.27579,0.34518,0.15381,-0.46599,0.88852,13.54
3,0.17643,0.086312,0.80355,0.1745,-0.22254,0.43515,6.58
2,-0.64707,0.62947,-0.17868,-0.5798,-0.46599,0.88852,10.63
12,-0.64707,-0.27579,0.41066,-0.62361,0.45325,-0.73605,12.83
5,0.76464,-0.09474,-0.96446,0.71307,0.68057,0.10813,13.04
11,0.058786,-0.6379,-0.70253,0.019321,-0.089037,-0.78374,8.83
6,0.41171,0.62947,0.083252,0.42157,0.075879,-0.055381,3.37
5,-0.76471,0.99157,-0.96446,-0.67625,0.68057,0.10813,24.79
10,-0.76471,-0.27579,-0.76801,-0.74045,-0.44243,-0.34524,12.71
8,-0.76471,0.086312,0.67259,-0.7152,-1,-0.30065,7.62
8,-0.88236,-0.27579,-0.76801,-0.85151,-1,-0.30065,3.37
8,-1,-0.09474,0.80355,-0.94584,-1,-0.30065,16.38
10,0.76464,-0.45684,0.60711,0.70181,-0.44243,-0.34524,7.54
8,-0.1765,0.62947,0.73807,-0.13099,-1,-0.30065,12.17
11,0.058786,-0.45684,-0.76801,0.02845,-0.089037,-0.78374,11.34
1,0.29407,-0.81895,0.67259,0.23931,0.61774,1,11.25
9,-1,-1,-0.63705,-0.99848,0.27221,-0.33037,6.67
8,0.17643,-0.81895,0.14873,0.12582,-1,-0.30065,12.67
11,-0.76471,0.086312,0.21422,-0.71733,-0.089037,-0.78374,10.04
1,-0.88236,-0.6379,-0.96446,-0.87099,0.61774,1,4.83
4,-0.058857,-0.45684,0.73807,-0.075612,0.2565,0.40542,15.5
2,0.52936,0.81052,-0.8335,0.53781,-0.46599,0.88852,12.54
2,0.76464,-0.09474,0.01777,0.71763,-0.46599,0.88852,9.13
8,-0.29414,0.81052,0.60711,-0.23353,-1,-0.30065,17.88
8,0.88229,0.26736,0.01777,0.84725,-1,-0.30065,16
11,0.17643,0.99157,0.083252,0.21771,-0.089037,-0.78374,9.17
6,0.52936,0.99157,0.47614,0.55302,0.075879,-0.055381,17.54
5,0.29407,0.62947,0.54163,0.31264,0.68057,0.10813,4.83
2,-0.41179,-0.27579,-0.8335,-0.40727,-0.46599,0.88852,8.67
10,-0.29414,0.81052,-0.047712,-0.23657,-0.44243,-0.34524,12.46
9,-0.76471,-0.45684,0.80355,-0.74228,0.27221,-0.33037,5.54
11,0.17643,-0.6379,-0.4406,0.1316,-0.089037,-0.78374,6.71
4,0.88229,-0.81895,0.2797,0.7934,0.2565,0.40542,8.25
2,0.99993,0.26736,-0.30964,0.95679,-0.46599,0.88852,14.17
4,0.88229,-0.81895,-0.4406,0.79005,0.2565,0.40542,7
1,-0.41179,-0.09474,-0.24416,-0.3951,0.61774,1,1.83
4,0.76464,-0.09474,0.14873,0.71824,0.2565,0.40542,10.75
4,-0.29414,0.44842,-0.047712,-0.25513,0.2565,0.40542,2.58
9,0.17643,-0.45684,-0.17868,0.14225,0.27221,-0.33037,4.25
3,-0.76471,0.086312,0.80355,-0.71459,-0.22254,0.43515,7.83
3,-0.29414,-0.27579,0.93452,-0.288,-0.22254,0.43515,6.5
3,-0.29414,-0.6379,-0.37512,-0.31264,-0.22254,0.43515,16.25
1,0.52936,-0.81895,0.67259,0.46174,0.61774,1,5.96
9,0.99993,-0.45684,0.21422,0.92211,0.27221,-0.33037,7.41
3,0.41171,-0.45684,0.083252,0.36589,-0.22254,0.43515,5.04
12,-0.76471,-0.09474,-0.63705,-0.73041,0.45325,-0.73605,4
3,0.76464,0.62947,-0.047712,0.75445,-0.22254,0.43515,8.42
4,0.17643,-0.6379,0.86904,0.13768,0.2565,0.40542,5.33
8,0.52936,0.99157,-0.89898,0.54663,-1,-0.30065,19.46
8,0.99993,0.26736,-0.24416,0.9571,-1,-0.30065,10.75
4,0.99993,-0.81895,0.21422,0.90415,0.2565,0.40542,19.38
10,-0.64707,-1,0.73807,-0.65891,-0.44243,-0.34524,12.29
1,0.88229,0.62947,-0.11319,0.86521,0.61774,1,14.04
10,0.058786,-1,-0.047712,0.004412,-0.44243,-0.34524,2.37
3,-0.058857,0.086312,0.21422,-0.050358,-0.22254,0.43515,10.21
6,-0.64707,0.81052,0.93452,-0.56519,0.075879,-0.055381,7.41
11,0.99993,-1,-0.63705,0.89077,-0.089037,-0.78374,11.29
3,0.88229,0.086312,0.73807,0.84117,-0.22254,0.43515,4.83
9,-0.1765,0.44842,0.34518,-0.14194,0.27221,-0.33037,7.29
5,-0.88236,-0.6379,-0.17868,-0.86734,0.68057,0.10813,6.71
8,-1,0.81052,0.01777,-0.90294,-1,-0.30065,7.08
8,0.52936,-0.6379,-0.11319,0.46661,-1,-0.30065,16.33
12,0.76464,-0.81895,-0.76801,0.67716,0.45325,-0.73605,17.41
5,0.17643,0.81052,0.86904,0.21223,0.68057,0.10813,11.67
1,0.29407,0.086312,-0.4406,0.28009,0.61774,1,12.96
5,-0.058857,0.44842,0.60711,-0.029667,0.68057,0.10813,10.41
9,0.41171,-1,0.86904,0.34216,0.27221,-0.33037,4.21
5,-0.88236,0.44842,-0.4406,-0.81257,0.68057,0.10813,16.83
8,-0.76471,-0.09474,0.47614,-0.72524,-1,-0.30065,16.25
8,-0.52943,-0.09474,0.41066,-0.50312,-1,-0.30065,9.46
12,0.058786,-1,-0.8335,0.00076069,0.45325,-0.73605,11.71
3,0.17643,0.99157,0.34518,0.21893,-0.22254,0.43515,11.08
10,0.88229,0.086312,-0.047712,0.83752,-0.44243,-0.34524,5.37
12,0.88229,-0.6379,-0.96446,0.79614,0.45325,-0.73605,10.29
3,0.99993,-0.27579,0.54163,0.93276,-0.22254,0.43515,7.54
3,0.647,0.81052,0.80355,0.65647,-0.22254,0.43515,5.41
9,0.88229,-1,-0.17868,0.78183,0.27221,-0.33037,14.09
2,-0.29414,0.26736,-0.63705,-0.26731,-0.46599,0.88852,10.29
12,-0.058857,0.44842,-0.57157,-0.035144,0.45325,-0.73605,5.63
4,-0.88236,-0.45684,0.21422,-0.85608,0.2565,0.40542,4.92
12,-0.52943,0.086312,0.01777,-0.49582,0.45325,-0.73605,6.96
12,-0.76471,0.62947,-0.50609,-0.69268,0.45325,-0.73605,13.42
12,-0.29414,0.99157,0.2797,-0.22592,0.45325,-0.73605,17.58
9,-1,-0.6379,-0.76801,-0.98113,0.27221,-0.33037,5.88
2,-0.29414,0.62947,-0.63705,-0.24874,-0.46599,0.88852,24.08
6,-0.29414,0.086312,0.54163,-0.27126,0.075879,-0.055381,8.79
5,0.29407,-0.81895,-0.50609,0.23384,0.68057,0.10813,14.21
2,-0.76471,-0.6379,-0.50609,-0.7578,-0.46599,0.88852,19.21
3,0.647,0.81052,-0.8335,0.64887,-0.22254,0.43515,8.58
8,0.41171,-0.45684,0.41066,0.36741,-1,-0.30065,17.92
4,-0.88236,0.26736,0.34518,-0.81835,0.2565,0.40542,15.46
1,-0.1765,-0.09474,-0.50609,-0.17389,0.61774,1,6.63
9,0.647,0.81052,-0.37512,0.651,0.27221,-0.33037,3.29
11,-0.76471,0.99157,-0.37512,-0.67351,-0.089037,-0.78374,12.17
3,0.17643,-0.6379,-0.11319,0.13312,-0.22254,0.43515,2.29
9,-0.29414,-1,-0.17868,-0.32968,0.27221,-0.33037,2.21
2,0.99993,0.26736,-0.11319,0.95771,-0.46599,0.88852,11.67
6,-0.1765,0.26736,-0.70253,-0.15625,0.075879,-0.055381,3.42
9,0.29407,0.26736,0.54163,0.29408,0.27221,-0.33037,3.42
8,0.52936,-0.81895,-0.50609,0.45626,-1,-0.30065,23.79
12,-0.29414,-0.27579,0.80355,-0.2886,0.45325,-0.73605,7.83
11,-0.058857,-0.27579,0.01777,-0.069831,-0.089037,-0.78374,10.29
3,0.52936,-1,0.47614,0.45139,-0.22254,0.43515,12.17
11,0.058786,-1,0.86904,0.0086718,-0.089037,-0.78374,10.83
4,-0.41179,-0.45684,-0.76801,-0.4161,0.2565,0.40542,27.29
8,-0.058857,-0.81895,-0.70253,-0.10026,-1,-0.30065,23.63
11,0.88229,-0.81895,-0.11319,0.79157,-0.089037,-0.78374,8.21
1,0.41171,-0.27579,0.083252,0.37502,0.61774,1,17.88
11,-0.1765,0.26736,0.73807,-0.14955,-0.089037,-0.78374,6.25
1,-0.41179,0.26736,0.67259,-0.37228,0.61774,1,12.17
1,0.29407,0.62947,-0.11319,0.3096,0.61774,1,6.83
8,0.29407,-0.81895,-0.4406,0.23414,-1,-0.30065,18.34
8,-0.41179,0.26736,-0.4406,-0.37745,-1,-0.30065,20
5,0.058786,0.62947,-0.047712,0.087479,0.68057,0.10813,9.13
2,0.17643,-0.6379,0.2797,0.13495,-0.46599,0.88852,17.71
8,0.88229,-0.81895,0.47614,0.79431,-1,-0.30065,24.37
3,0.99993,-0.81895,0.80355,0.90689,-0.22254,0.43515,10.96
1,0.41171,-1,0.14873,0.33881,0.61774,1,22.37
8,-0.058857,0.62947,-0.76801,-0.026928,-1,-0.30065,13.25
10,0.29407,-0.09474,-0.96446,0.26852,-0.44243,-0.34524,4.38
1,0.647,-0.09474,0.86904,0.61022,0.61774,1,4.71
8,0.17643,0.62947,-0.70253,0.1955,-1,-0.30065,20.41
4,0.76464,0.99157,0.01777,0.77332,0.2565,0.40542,8.96
9,0.99993,-0.27579,-0.76801,0.92667,0.27221,-0.33037,2.46
4,-1,-0.27579,-0.70253,-0.96227,0.2565,0.40542,9.83
10,0.058786,0.81052,0.80355,0.10087,-0.44243,-0.34524,9.59
12,0.88229,0.81052,0.47614,0.87738,0.45325,-0.73605,15
9,-0.41179,-0.45684,-0.50609,-0.41488,0.27221,-0.33037,7.58
2,-0.1765,-0.6379,0.47614,-0.19732,-0.46599,0.88852,12.25
12,0.76464,-0.45684,0.01777,0.69907,0.45325,-0.73605,4.79
11,0.058786,-0.81895,-0.4406,0.012019,-0.089037,-0.78374,17
4,0.88229,-0.81895,-0.89898,0.78792,0.2565,0.40542,11.12
3,-0.88236,-0.45684,0.41066,-0.85517,-0.22254,0.43515,8.79
3,0.29407,0.99157,-0.37512,0.32694,-0.22254,0.43515,9.33
11,0.17643,0.086312,-0.8335,0.16689,-0.089037,-0.78374,5.17
12,0.058786,0.086312,-0.17868,0.058877,0.45325,-0.73605,10.88
1,0.88229,-0.09474,-0.63705,0.82565,0.61774,1,18.71
10,-0.76471,-1,0.14873,-0.77271,-0.44243,-0.34524,13.67
2,0.058786,-1,0.93452,0.0089761,-0.46599,0.88852,4.5
4,0.647,0.62947,1,0.64795,0.2565,0.40542,10.79
11,0.52936,0.44842,0.73807,0.52655,-0.089037,-0.78374,6.46
10,0.647,-0.45684,-0.30964,0.58619,-0.44243,-0.34524,10.34
8,0.29407,-0.27579,0.083252,0.26396,-1,-0.30065,8.12
9,0.76464,0.99157,-0.17868,0.7724,0.27221,-0.33037,4
4,-0.64707,0.99157,0.86904,-0.55637,0.2565,0.40542,17.33
6,-0.29414,0.62947,-0.17868,-0.24661,0.075879,-0.055381,12.5
2,0.29407,-0.6379,0.54163,0.24753,-0.46599,0.88852,8.63
5,0.058786,0.086312,-0.50609,0.057356,0.68057,0.10813,12.62
1,0.52936,-1,-0.11319,0.44865,0.61774,1,24.33
3,0.52936,-0.6379,-0.50609,0.46478,-0.22254,0.43515,13.62
2,0.99993,0.26736,0.14873,0.95892,-0.46599,0.88852,21.79
3,-1,0.99157,0.41066,-0.89198,-0.22254,0.43515,10.04
5,-0.29414,-1,1,-0.32421,0.68057,0.10813,11.38
12,0.52936,0.99157,-0.70253,0.54754,0.45325,-0.73605,8.54
4,-0.41179,-0.81895,0.80355,-0.42675,0.2565,0.40542,14.12
4,-1,-1,0.73807,-0.99209,0.2565,0.40542,19.04
12,0.647,0.99157,0.01777,0.66195,0.45325,-0.73605,10.5
2,-0.76471,0.99157,-0.63705,-0.67473,-0.46599,0.88852,8.29
2,0.88229,0.99157,0.2797,0.88559,-0.46599,0.88852,11.67
12,-0.29414,-0.27579,-0.37512,-0.29408,0.45325,-0.73605,8.12
6,0.41171,0.086312,-0.76801,0.38962,0.075879,-0.055381,2.75
12,0.647,0.26736,0.34518,0.62635,0.45325,-0.73605,8.25
6,0.647,-1,0.14873,0.56093,0.075879,-0.055381,3.29
10,-0.52943,0.62947,-0.57157,-0.47056,-0.44243,-0.34524,5.04
1,0.76464,0.086312,-0.24416,0.72554,0.61774,1,9.25
12,0.99993,0.44842,0.14873,0.96836,0.45325,-0.73605,5.54
9,0.88229,-0.45684,0.083252,0.81044,0.27221,-0.33037,4.04
2,-0.64707,-1,0.73807,-0.65891,-0.46599,0.88852,21.29
10,-0.64707,0.26736,-0.89898,-0.6017,-0.44243,-0.34524,13.08
11,0.29407,-0.81895,0.67259,0.23931,-0.089037,-0.78374,8.29
8,0.88229,0.086312,0.14873,0.83843,-1,-0.30065,18.75
8,0.29407,-0.6379,0.80355,0.24874,-1,-0.30065,20.38
3,-0.058857,0.99157,0.083252,-0.004412,-0.22254,0.43515,7.58
12,0.41171,-0.81895,-0.8335,0.34368,0.45325,-0.73605,7.96
8,0.76464,-0.09474,0.60711,0.72037,-1,-0.30065,5.04
1,0.88229,-0.81895,-0.24416,0.79096,0.61774,1,6.83
4,0.41171,-0.09474,0.34518,0.38567,0.2565,0.40542,4.75
9,-0.76471,-0.81895,0.47614,-0.76175,0.27221,-0.33037,7.04
5,0.647,-0.45684,0.01777,0.58771,0.68057,0.10813,8.25
3,0.29407,0.086312,-0.24416,0.281,-0.22254,0.43515,9.08
3,0.41171,0.62947,0.60711,0.42401,-0.22254,0.43515,5.29
3,0.76464,-0.45684,0.93452,0.70333,-0.22254,0.43515,3.25
2,0.41171,0.62947,0.14873,0.42188,-0.46599,0.88852,15.34
2,0.41171,-0.6379,0.01777,0.35615,-0.46599,0.88852,3
4,-0.76471,0.44842,-0.96446,-0.70394,0.2565,0.40542,10.96
1,0.058786,0.44842,0.34518,0.080176,0.61774,1,4.75
4,0.76464,-0.81895,-0.17868,0.6799,0.2565,0.40542,5.09
6,0.058786,0.62947,0.47614,0.089913,0.075879,-0.055381,9
6,0.88229,0.086312,-0.11319,0.83721,0.075879,-0.055381,2.67
4,-0.76471,-0.6379,-0.30964,-0.75688,0.2565,0.40542,5.54
8,0.88229,0.086312,0.34518,0.83934,-1,-0.30065,10
2,0.52936,-0.27579,-0.76801,0.48212,-0.46599,0.88852,11.87
5,0.29407,-0.27579,-0.11319,0.26305,0.68057,0.10813,14.12
5,-0.64707,-0.27579,-0.8335,-0.62939,0.68057,0.10813,22.17
10,0.52936,0.62947,-0.63705,0.52929,-0.44243,-0.34524,8.58
4,0.99993,-0.09474,0.93452,0.94401,0.2565,0.40542,10
3,-0.64707,0.44842,-0.24416,-0.58923,-0.22254,0.43515,6.87
5,-0.1765,-0.45684,-0.76801,-0.19367,0.68057,0.10813,7.25
10,-0.64707,-0.81895,-0.17868,-0.65373,-0.44243,-0.34524,17.88
6,-0.058857,-0.81895,-0.17868,-0.097824,0.075879,-0.055381,2.25
11,0.647,0.086312,-0.047712,0.61509,-0.089037,-0.78374,14.37
2,0.29407,-0.6379,-0.96446,0.24053,-0.46599,0.88852,7.83
10,0.41171,-0.45684,-0.96446,0.36102,-0.44243,-0.34524,10.83
11,-0.41179,0.62947,-0.17868,-0.35768,-0.089037,-0.78374,4.75
6,0.52936,0.26736,1,0.51833,0.075879,-0.055381,3.54
4,0.29407,0.26736,0.67259,0.29469,0.2565,0.40542,2.17
8,0.99993,0.62947,-0.047712,0.97657,-1,-0.30065,16.79
6,0.41171,0.81052,-0.8335,0.42675,0.075879,-0.055381,7.04
10,0.41171,0.62947,-0.57157,0.41853,-0.44243,-0.34524,3.83
2,-0.058857,-0.27579,-0.89898,-0.074091,-0.46599,0.88852,7.92
6,-0.88236,-0.81895,0.01777,-0.87494,0.075879,-0.055381,19.29
3,-1,0.26736,-0.89898,-0.93519,-0.22254,0.43515,7.12
9,-0.41179,-0.27579,-0.70253,-0.40666,0.27221,-0.33037,10.25
2,-0.76471,0.81052,0.54163,-0.67838,-0.46599,0.88852,20.33
6,-0.41179,-0.09474,0.86904,-0.38993,0.075879,-0.055381,2.67
10,0.52936,-0.45684,-0.96446,0.47208,-0.44243,-0.34524,8.25
5,0.17643,0.99157,-0.63705,0.21436,0.68057,0.10813,5.29
8,-0.058857,-0.6379,0.083252,-0.088088,-1,-0.30065,31.58
8,-0.52943,0.26736,-0.57157,-0.48912,-1,-0.30065,14.83
4,-0.058857,-0.45684,-0.24416,-0.080176,0.2565,0.40542,22.13
11,-0.1765,-0.45684,0.01777,-0.19002,-0.089037,-0.78374,11
5,0.17643,-0.27579,0.21422,0.1532,0.68057,0.10813,8.5
5,0.17643,0.26736,-0.4406,0.17815,0.68057,0.10813,7.41
3,0.17643,-0.81895,0.01777,0.12521,-0.22254,0.43515,11
3,0.99993,-0.09474,-0.89898,0.93549,-0.22254,0.43515,4.88
9,-0.88236,0.62947,1,-0.79674,0.27221,-0.33037,9.04
8,0.41171,0.99157,-0.30964,0.43831,-1,-0.30065,20.12
6,0.76464,-0.45684,-0.57157,0.69633,0.075879,-0.055381,5.58
8,-0.52943,-0.45684,-0.63705,-0.52655,-1,-0.30065,12.33
12,-0.64707,0.44842,0.2797,-0.58679,0.45325,-0.73605,9.87
3,-0.64707,0.62947,0.2797,-0.57767,-0.22254,0.43515,5.33
5,0.41171,-1,0.67259,0.34124,0.68057,0.10813,15.37
9,-0.29414,-0.09474,0.73807,-0.27948,0.27221,-0.33037,3.58
4,-0.76471,0.26736,-0.17868,-0.70972,0.2565,0.40542,7.12
5,-0.76471,-0.81895,-0.047712,-0.76419,0.68057,0.10813,10.04
11,0.41171,-0.27579,0.73807,0.37806,-0.089037,-0.78374,2.25
5,0.29407,-0.09474,0.73807,0.27643,0.68057,0.10813,9.71
9,0.99993,-1,-0.11319,0.8932,0.27221,-0.33037,2.79
12,-0.058857,-0.45684,-0.96446,-0.083524,0.45325,-0.73605,11.34
10,0.76464,-0.81895,0.01777,0.68082,-0.44243,-0.34524,5.41
6,0.76464,-1,0.93452,0.67564,0.075879,-0.055381,16.83
9,-0.88236,0.086312,0.21422,-0.82839,0.27221,-0.33037,10.21
5,0.52936,-0.27579,0.083252,0.48608,0.68057,0.10813,15.54
6,-0.41179,-0.09474,0.93452,-0.38962,0.075879,-0.055381,5.37
3,-0.88236,-0.09474,0.21422,-0.83752,-0.22254,0.43515,18.84
10,0.647,0.62947,0.80355,0.64704,-0.44243,-0.34524,7
5,0.99993,0.81052,-0.30964,0.98479,0.68057,0.10813,12.21
2,0.99993,-1,-0.11319,0.8932,-0.46599,0.88852,3.96
3,0.29407,0.44842,0.41066,0.30291,-0.22254,0.43515,5.17
4,0.058786,0.81052,-0.8335,0.09326,0.2565,0.40542,23.09
4,-0.29414,-1,0.2797,-0.32755,0.2565,0.40542,9.92
11,-0.52943,0.99157,-0.047712,-0.44957,-0.089037,-0.78374,8.54
9,0.76464,-1,-0.70253,0.66804,0.27221,-0.33037,4.96
6,0.88229,-0.6379,-0.17868,0.79979,0.075879,-0.055381,8.63
3,0.647,0.086312,0.80355,0.61905,-0.22254,0.43515,10.17
8,-0.88236,-0.27579,-0.63705,-0.85091,-1,-0.30065,5.63
6,0.17643,-1,-0.8335,0.11182,0.075879,-0.055381,0.21
3,0.41171,-0.6379,0.80355,0.35981,-0.22254,0.43515,7.83
1,-0.52943,0.44842,0.14873,-0.47634,0.61774,1,9.17
8,0.647,-0.45684,0.34518,0.58923,-1,-0.30065,7.25
11,-0.52943,0.086312,0.01777,-0.49582,-0.089037,-0.78374,5.41
11,-0.76471,-0.6379,-0.63705,-0.75841,-0.089037,-0.78374,9.96
9,0.17643,-0.45684,0.93452,0.14742,0.27221,-0.33037,1.83
8,0.29407,0.81052,-0.96446,0.31508,-1,-0.30065,18.91
1,0.52936,-1,0.2797,0.45048,0.61774,1,16.21
11,-0.41179,0.81052,0.083252,-0.34703,-0.089037,-0.78374,13.92
11,0.88229,-0.09474,-0.76801,0.82504,-0.089037,-0.78374,12.83
4,0.99993,-0.27579,0.86904,0.93428,0.2565,0.40542,5.04
10,0.99993,0.62947,0.54163,0.97931,-0.44243,-0.34524,11.87
3,-0.29414,0.62947,0.67259,-0.24266,-0.22254,0.43515,14.46
8,-1,0.62947,0.2797,-0.91115,-1,-0.30065,21.67
6,0.29407,0.62947,1,0.31477,0.075879,-0.055381,1.13
11,-0.88236,-0.09474,-0.4406,-0.84056,-0.089037,-0.78374,8.29
1,-0.64707,0.62947,0.80355,-0.57523,0.61774,1,11.54
5,-0.29414,0.26736,-0.70253,-0.26761,0.68057,0.10813,7.58
5,-0.76471,0.086312,-0.63705,-0.72128,0.68057,0.10813,4.04
6,0.17643,0.99157,-0.63705,0.21436,0.075879,-0.055381,2.79
2,0.88229,0.26736,0.80355,0.85091,-0.46599,0.88852,22.29
8,-0.64707,0.26736,-0.24416,-0.59866,-1,-0.30065,4.88
4,0.99993,-0.09474,-0.11319,0.93914,0.2565,0.40542,9.04
8,0.88229,0.26736,0.54163,0.84969,-1,-0.30065,23.42
9,0.647,-0.09474,-0.70253,0.60292,0.27221,-0.33037,7.5
2,-0.64707,0.086312,-0.11319,-0.60749,-0.46599,0.88852,23.58
12,0.29407,-0.09474,0.73807,0.27643,0.45325,-0.73605,7.04
2,0.058786,-0.45684,0.21422,0.033014,-0.46599,0.88852,14.04
10,-1,0.26736,-0.96446,-0.93549,-0.44243,-0.34524,5.41
2,-0.76471,0.086312,-0.4406,-0.72037,-0.46599,0.88852,12.67
2,-0.88236,-0.45684,-0.50609,-0.85942,-0.46599,0.88852,22.46
12,-0.29414,0.99157,-0.96446,-0.23171,0.45325,-0.73605,6.46
4,0.88229,-0.6379,1,0.80526,0.2565,0.40542,21.67
8,0.88229,0.086312,0.67259,0.84086,-1,-0.30065,15.63
4,0.647,-1,0.41066,0.56215,0.2565,0.40542,26.16
6,0.88229,0.44842,-0.047712,0.85638,0.075879,-0.055381,1.42
2,0.76464,0.99157,0.2797,0.77453,-0.46599,0.88852,1.08
2,0.17643,-1,0.41066,0.1176,-0.46599,0.88852,15.09
4,0.76464,-0.45684,0.21422,0.69998,0.2565,0.40542,4.46
4,-0.76471,-0.6379,0.80355,-0.75171,0.2565,0.40542,11.34
4,-0.88236,-0.09474,0.34518,-0.83691,0.2565,0.40542,15.34
4,0.29407,0.086312,0.80355,0.28587,0.2565,0.40542,5.75
3,0.88229,-0.81895,-0.8335,0.78822,-0.22254,0.43515,9.5
1,0.647,0.44842,0.86904,0.63822,0.61774,1,12.75
10,-0.64707,0.44842,-0.70253,-0.59136,-0.44243,-0.34524,6.75
8,-0.1765,-0.81895,0.01777,-0.20828,-1,-0.30065,10.37
10,0.52936,-0.81895,0.34518,0.46022,-0.44243,-0.34524,11.12
6,-0.41179,-0.09474,0.80355,-0.39023,0.075879,-0.055381,6.46
4,-0.76471,0.81052,0.41066,-0.67899,0.2565,0.40542,8.17
6,0.88229,0.26736,-0.30964,0.84573,0.075879,-0.055381,7.54
1,0.52936,-0.45684,-0.70253,0.4733,0.61774,1,5.09
12,0.647,-0.45684,-0.96446,0.58314,0.45325,-0.73605,10.5
1,-0.52943,-0.09474,0.67259,-0.5019,0.61774,1,11.96
9,0.17643,-0.45684,0.86904,0.14712,0.27221,-0.33037,1.63
9,-0.52943,-0.45684,-0.4406,-0.52564,0.27221,-0.33037,7.21
1,0.647,-0.45684,0.54163,0.59014,0.61774,1,1.96
8,0.99993,-0.6379,0.21422,0.91267,-1,-0.30065,27.16
10,-0.41179,-0.45684,-0.70253,-0.41579,-0.44243,-0.34524,16.08
11,0.41171,-0.27579,-0.89898,0.37045,-0.089037,-0.78374,7.62
8,0.29407,0.99157,-0.89898,0.32451,-1,-0.30065,9.59
11,0.29407,-0.27579,0.67259,0.2667,-0.089037,-0.78374,24.5
10,-0.29414,-1,0.14873,-0.32816,-0.44243,-0.34524,7.54
3,0.29407,-0.27579,-0.8335,0.2597,-0.22254,0.43515,9
9,-0.1765,0.086312,-0.70253,-0.16568,0.27221,-0.33037,1.92
12,0.41171,0.62947,0.86904,0.42522,0.45325,-0.73605,4.17
1,-0.88236,-0.81895,0.54163,-0.87251,0.61774,1,8.58
9,-0.52943,0.99157,0.73807,-0.44592,0.27221,-0.33037,5.13
5,0.52936,-0.81895,0.47614,0.46082,0.68057,0.10813,4.17
9,-0.29414,0.44842,-0.30964,-0.25635,0.27221,-0.33037,8.79
10,-0.41179,0.62947,-0.30964,-0.35828,-0.44243,-0.34524,7.87
8,0.88229,-0.6379,-0.96446,0.79614,-1,-0.30065,13.67
1,-0.41179,-0.45684,0.34518,-0.41092,0.61774,1,14.75
3,-0.76471,-0.45684,0.93452,-0.74167,-0.22254,0.43515,11.58
5,-0.1765,-1,-0.37512,-0.21953,0.68057,0.10813,5.29
5,-0.1765,0.26736,-0.11319,-0.15351,0.68057,0.10813,18.66
5,-0.1765,0.26736,0.01777,-0.1529,0.68057,0.10813,6.5
10,-0.76471,-0.27579,0.47614,-0.73467,-0.44243,-0.34524,5.79
6,0.52936,-0.45684,-0.24416,0.47543,0.075879,-0.055381,8.12
2,0.52936,-0.81895,0.67259,0.46174,-0.46599,0.88852,2.13
3,-0.058857,-0.6379,-0.57157,-0.09113,-0.22254,0.43515,1.87
5,-1,-0.09474,-0.96446,-0.95405,0.68057,0.10813,15.92
9,0.41171,0.44842,-0.24416,0.41092,0.27221,-0.33037,4.12
4,-0.41179,0.62947,-0.96446,-0.36133,0.2565,0.40542,7.29
